Class Decade,Date,Daytime/Nightime,Time,Class loc.,Location,Operator,Flight..,Direct/Stopover,Route,AC.Type,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Causes,Summary,Class time
1940S,10/05/1945,Nighttime,1:05,USA,"Lakeland, Florida",National Airlines,16,Direct,Miami - Jacksonville,Lockheed 18 Lodestar,NC18199,2265,15,12,3,2,2,0,0,Pilot Error,Crashed into a lake while attempting to execute a missed approach. The faulty execution of a missed approach procedure resulting in settling of the aircraft into a water area beyond the landing runway.,
1940S,12/30/1945,Nighttime,21:13,USA,"New York City, New York",Eastern Air Lines,14,Direct,Philadelphia - New York City,Douglas DC-3,NC18l23,1999,12,9,3,1,1,0,0,Pilot Error,"The pilot, in the belief that he was encountering engine trouble, attempted a landing despite a landing approach which was too high and too fast. Initial contact with the runway was made at a point which provided insufficient room for a landing roll and at an airspeed considerable in excess of normal. The pilot was unable to bring the aircraft to a stop in time to avoid overshooting the runway. The decision of the pilot in attempting a landing from an approach which was too high and too fast.",
1940S,01/06/1946,Nighttime,3:59,USA,"Birmingham, Alabama",Pennsylvania Central Airlines,105,Direct,"New York City - Birmingham, AL",Douglas DC-3,N21786,4131,11,7,4,3,0,3,0,Weather Conditions,"In worsening weather conditions, the plane landed fast and high while making an instrument approach to Birmingham, overran the runway, crashed through the barrier fence and into a creek. The action of the pilot in committing himself to a landing from an approach which was too high and too fast.",
1940S,01/18/1946,Daytime,11:03,USA,"Cheshire, Connecticut",Eastern Air Lines,16B,Direct,New York - Boston,Douglas DC-3-201E,NC19970,3254,17,14,3,17,14,3,0,Mechanical Failure,"The aircraft lost control and spiraled into the ground after the No. 1 engine caught on fire and the left wing separated from the aircraft. The fire, caused by the failure of a fuel line or fuel line connection, led to failure of the left wing.",
1940S,01/31/1946,Nighttime,2:47,USA,"Mt. Elk, Wyoming",United Air Lines,14,Direct,Boise - Denver,Douglas DC-3-194H,NC25675,2147,21,18,3,21,18,3,0,Pilot Error,"The aircraft crashed into Elk Mountain after the crew made an unauthorized deviation from the prescribed route at an altitude insufficient to assure adequate clearance over Elk Mountain. Flight had originally filed for 13,000 ft.  But later amended the flight plan to 11,000 ft. Elk Mountain is 11,152 ft. MSL.",
1940S,03/03/1946,Nighttime,8:12,USA,"Live Oak Springs, California",American Airlines,6-103,Stopover,Dallas - Tucon - San Diego,Douglas DC-3-227B,NC21799,2203,27,24,3,27,24,3,0,Unknow,"While on approach to San Diego, the aircraft flew into Tierra Blanca Mountain at an altitude of 4,500 feet in fog, exploded and burned. The crew descended into instrument conditions to an altitude below that required to maintain clearance over Thing Mountain. The reason for the descent was not determined.",
1940S,08/21/1946,Nighttime,4:19,USA,"Moline, Illinois",Trans Luxury Airlines,878,Stopover,Teterboro - Chicago - San Francisco,Douglas C-47-DL,N51878,4542,25,22,3,2,0,2,0,Mechanical Failure,"While the aircraft was flying near Moline, the No. 1 engine failed. The prop was feathered and a descent initiated for an emergency landing.The aircraft overshot the landing and a  go-around was executed. A left turn was made with the gear and flaps extended. The left wing touched the ground and the aircraft cartwheeled. The engine failure was caused by a No. 5 cylinder fracture.",
1940S,09/05/1946,Nighttime,2:00,USA,"Elko, Nevada",Trans-Luxury Airlines,850,Direct,New York City - San Francisco,Douglas DC-3 (C-47-A5-DL),NC57850,9214,22,19,3,21,18,3,0,Pilot Error,The aircraft lost contact with the ground in fog and crashed into a hillside while attempting to land at Elko Airport. A two-year-old boy was the only survivor. The pilot continued the approach after losing visual contact with the airport due to fog. Unfamiliarity of the pilot with the terrain. Insufficent fuel aboard to proceed to an alternate landing site.,
1940S,10/08/1946,Nighttime,4:33,USA,"Cheyenne, Wyoming",United Air Lines,28,Direct,San Francisco - Cheyenne - Chicago,Douglas DC-4,N30051,10471,41,37,4,2,2,0,0,Mechanical Failure,"After two landing attempts, the pilot tried to land on a different runway.  The wing struck the ground and the plane skidded 800 ft.  A loss of altitude during a turn preparatory to a final approach while the pilot was manoeuvring in an attempt to land. The aircraft was named ""Mainliner Lake Michigan.""",
1940S,10/17/1946,Nighttime,0:57,USA,"Laramie, Wyoming",National Air Transport Services,942,Direct,Oakland - Chicago,Douglas DC-3,NC38942,12971,13,10,3,13,10,3,0,Pilot Error,Crashed during a snowstorm into prairie lands while attempting to land at Laramie.  Weather conditions were deteriorating rapidly and worse than predicted. The action of the pilot in maneuvering the aircraft at a dangerously low altitude under extremely adverse weather conditions in an attempt to land.  A contributing factor was the negligence of the pilot in planning a flight into an area in which adverse weather conditions were forecast without making adequate provisions for a suitable alternate airport.,
1940S,11/11/1946,Nighttime,3:30,USA,"Cleveland, Ohio",United Air Lines,404,Direct,Chicago - Cleveland,Douglas DC-3 (C-53D-DO),N19947,4873,20,17,3,2,0,2,0,Pilot Error,Struck power lines and trees and crashed 500 feet short of the runway. The error of the pilot in establishing an approach toward an area not cleared for landing as a result of having mistaken the end markers of Runway 23 for those of Runway 31. A contributing factor was the failure of the pilot to abandon his attempt to land at Cleveland Airport when confronted with weather conditions below the minimums prescribed for that airport.,
1940S,11/13/1946,Nighttime,3:41,USA,"Lebec, California",Western Airlines,23,Direct,Palmdale - Burbank,Douglas C-53D-DO (DC-3),NC18645,11662,11,8,3,11,8,3,0,Pilot Error,"The aircraft crashed into White Mountain at an elevation of  6,000 feet, in rain and 70 mph winds after being blown off course while on a heading from Palmdale to Newhall. Possible downdraft. The action of the pilot in making an instrument letdown without previously establishing a positive radio fix. This action was aggravated by conditions of severe static, wind in excess of anticipated velocities, preoccupation with an unusual amount of radio conversation, and the inoperative Newhall radio range.",
1940S,12/24/1946,Nighttime,19:19,USA,"Near San Diego, California",Western Airlines,44,Direct,Holtville - San Diego,Douglas DC-3 ( C-53D-DO),NC45395,42-68715,12,9,3,12,9,3,0,Pilot Error,"Crashed east slope of Cuyapaipe Mountain at 6,120 ft. in San Diego County in poor weather conditions. The conduct of the flight at an altitude which would not clear obstructions, due to an error by the pilot in determining his position with respect to Laguna Mountain.",
1940S,12/28/1946,Nighttime,2:09,Ireland,"Near Shannon, Ireland",Trans Continental and Western Air,6963,Direct,Paris - Shannon,Lockheed 049 Consellation,NC86505,2026,23,14,9,13,9,4,0,Mechanical Failure,"Crashed 1 mile from the airport on an island situated on the Fergus River. Inaccurate altimeter reading caused by the reversal of the primary and static source lines which resulted in the pilot making his approach at too low an altitude. Also, restriction of vision from the cockpit because of fogging of an unheated windshield. The plane was named Cairo Skychief.",
1940S,12/28/1946,Nighttime,9:19,USA,"Michigan City, Indiana",American Airlines,2207,Direct,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),N15577,4805,21,18,3,2,0,2,0,Mechanical Failure,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.,
1940S,01/12/1947,Nighttime,1:38,USA,"Near Galax, Virginia",Eastern Air Lines,665,Direct,"Akron, OH - Winston/Salem, NC",Douglas DC-3,NC88872,3274,19,16,3,18,15,3,0,Pilot Error,"The aircraft flew into the ground at an altitude of 2,500 ft., 63 miles northwest of Winston-Salem. The pilot took an unapproved route and let down without having positively determined the position of the aircraft.  A contributing factor was the erroneous navigation of the pilot which on at least two occasions led him to believe that he was farther south than he actually was.",
1940S,04/28/1947,Nighttime,23:13,USA,"Near Vancouver, British Columbia, Canada",Trans Canada Air Lines,3,Direct,Lethbridge - Vancouver,Lockheed 18 Loadstar,CF-TDF,18-2248,15,12,3,15,12,3,0,Unknow,"The aircraft disappeared while en route from Lethbridge, Alberta to Vancouver, British Columbia. The last known position was over Vancouver Airport. The wreckage was discovered and identified in September 1994 in a remote area, 10 miles north of Vancouver near Mt. Seymour.",
1940S,05/29/1947,Nighttime,19:05,USA,"La Guardia Airport, Queens, New York",United Air Lines,521,Direct,New York City - Cleveland,Douglas C-54B,NC30046,18324,48,44,4,43,41,2,0,Unknow,"The aircraft overran the runway during an attempted takeoff, crashed and caught fire. Either the failure of the pilot to release the gust lock before take-off or his decision to discontinue the take-off because of apprehension resulting from rapid use of a short runway under a possible calm wind condition.",
1940S,05/30/1947,Daytime,17:41,USA,"Port Deposit, Maryland",Eastern Air Lines,605,Stopover,Newark - Baltimore - Miami,Douglas C-54B-15-DO,NC88814,18380,53,49,4,53,49,4,0,Unknow,"While on approach to Baltimore at 4,000 ft., the plane suddenly went into a nose dive, inverted and crashed.  Possible problems with the elevator. The official cause was never determined.",
1940S,06/13/1947,Nighttime,18:16,USA,"Leesburg, Virginia",Pennsylvania Central Airlines,410,Direct,Pittsburgh - Washington D.C.,Douglas DC-4 (C-54-DO),NC88842,3112,50,47,3,50,47,3,0,Pilot Error,"The aircraft crashed into a ridge at Lookout Rock, 8 miles SE of Charles Town, WV during a rainstorm. The action of the pilot in descending below the minimum en route altitude under conditions of weather which prevented adquate visual reference to the ground.  A contributing cause was the faulty clearance given by ATC.",
1940S,06/19/1947,Nighttime,23:40,Syria,"Al Mayadin, Syria",Pan American World Airways,121,Direct,Karachi - Istanbul,Lockheed 049-46-21 Constellation,NC88845,2045,36,27,9,14,7,7,0,Mechanical Failure,"While on a flight originating in New York and making its inaugural westbound flight of round-the-world service, the aircraft's No. 1 engine failed half-way on a leg from Karachi to Istanbul. Due to closed airports and inadequate repair facilities, the pilot chose to continue to its destination. Several hours later, the remaining engines overheated and the No.2 engine caught fire causing the plane to crash. Gene Roddenberry (creator of Star Trek) was a deadheading Pan Am pilot aboard, who helped rescue many of the passengers.  The crash was blamed on Pan Am's failure to replace the No. 2 engine which had experienced several problems earlier.  A fire which resulted from an attempt to feather the No. 2 propeller after the failure of the No. 2 engine thrust bearing. The aircraft was named Clipper Eclipse.",
1940S,10/08/1947,Daytime,7:55,USA,"Near El Paso, Texas",American Airlines,311,Stopover,New York City - Dallas - Los Angeles,Douglas DC-4,NC90432,10314/DC45,54,49,5,0,0,0,0,Pilot Error,"While cruising at 8,000 ft. in clear weather, the aircraft went into steep dive which the co-pilot was able to pull out of at 350 feet from the ground.  As a prank, a captain riding in the jump seat, engaged the gust lock in flight. The command pilot, not knowing the gust lock was engaged, rolled the elevator trim tab with no response. When the jump seat captain disengaged the gust lock,the aircraft went into a steep dive, executed part of an outside roll and become inverted. Neither the command nor jump seat captain had seat belts on and they accidentally feathered No. 1, 2 and 4 engines when they hit the controls with their heads.  No one realized it at the time but the feathering reduced power and allowed the co-pilot, who was strapped in, to pull out of the dive.",
